id,name,city,category,website_url,current_legacy_price,current_ticket_prices,needs_price,egyptian_price,foreigner_price,current_best_visit_times,best_visit_season,best_visit_time_of_day,notes
305,Royal Jewelry Museum,Alexandria,cultural,http://www.alexandria.gov.eg/services/tourism/alextourism/museums/jewlerymusuem.html,100.0,"{""currency"": ""EGP"", ""egyptian"": 30, ""foreigner"": 220}",skip,,,,April–November,Mid-morning,
322,Stanley Bridge,Alexandria,cultural,,,,Y,,,,April–November (Alexandria mild season),Sunset,free entry
328,Africano Park,Alexandria,natural,https://africasafaripark.com/,400.0,,Y,,,,May–October,Late afternoon / sunset,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
323,Alexandria Corniche,Alexandria,natural,,,,skip,,,,April–November,Sunset,
324,Antoniadis Gardens,Alexandria,natural,http://www.antoniads.com/,20.0,,Y,,,,October–April,Mid-morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
330,Maamoura Beach,Alexandria,natural,,50.0,,Y,,,,May–October,Morning and late afternoon (avoid midday sun),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
321,Montaza Palace Gardens,Alexandria,natural,,25.0,,Y,,,,October–May,Late afternoon,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
76,Montazah Palace Gardens,Alexandria,natural,,20.0,,Y,,,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",October–May,Late afternoon,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
325,Shallalat Gardens,Alexandria,natural,http://www.shalalat.com/team-22.html,,,skip,,,,October–April,Mid-morning,
329,Gleem Bay,Alexandria,entertainment,,,,Y,,,,May–October,Late afternoon / sunset,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
331,Greek Club,Alexandria,entertainment,https://www.yellowpages.com.eg/ar/profile/%D8%A7%D9%84%D9%86%D8%A7%D8%AF%D9%89-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%89-%D8%A7%D9%84%D9%8A%D9%88%D9%86%D8%A7%D9%86%D9%89/28810,,,Y,,,,April–November,Sunset,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
327,Green Plaza Mall,Alexandria,entertainment,,,,Y,,,,April–November,Sunset,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
326,San Stefano Mall,Alexandria,entertainment,https://www.facebook.com/a2daysan?mibextid=ZbWKwL,,,Y,,,,April–November,Sunset,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
332,Smouha Club,Alexandria,entertainment,http://www.smouhaclub.com/,,,Y,,,,April–November,Sunset,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
314,Abu al-Abbas al-Mursi Mosque,Alexandria,religious,,,,Y,,,,"Year-round (mildest April–June, September–November)",Outside prayer times; mid-morning best; avoid Friday noon,free entry
318,Attarine Mosque,Alexandria,religious,,,,Y,,,,Year-round,"Mid-morning, outside prayer times",free entry
316,Eliahu Hanavi Synagogue,Alexandria,religious,https://www.etltravel.com/things-to-do/eliyahu-hanavi-synagogue-alexandria,,,Y,,,,Year-round,"Mid-morning, outside prayer times",unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
320,Greek Orthodox Patriarchate,Alexandria,religious,https://www.patriarchateofalexandria.com/index.php/el,,,Y,,,,Year-round,Mid-morning,free entry
319,Monastery of Abu Mina,Alexandria,religious,http://www.stmina.info/,,,Y,,,,Year-round,"Mid-morning, outside prayer times",free entry
317,Saint Catherine Cathedral,Alexandria,religious,,,,Y,,,,Year-round,Mid-morning,free entry
315,Saint Mark's Coptic Cathedral,Alexandria,religious,,,,Y,,,,Year-round,Mid-morning,free entry
84,Aswan High Dam,Aswan,historical,http://en.egypt.travel/attraction/index/aswan-dam,80.0,,Y,,,"{""season"": ""Summer (May - September)"", ""time_of_day"": ""Any time""}",,,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
161,Elephantine Island,Aswan,historical,,100.0,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 200}",skip,,,,October–April,Late afternoon (felucca crossing),
177,Famine Stela (Sehel Island),Aswan,historical,,80.0,,Y,10,100,,October–April,Morning (felucca to Sehel Island),"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Famine Stela on Sehel Island — same ticket as Sehel Island)"
174,Nilometer (Elephantine Island),Aswan,historical,,100.0,,Y,,,,October–April,Mid-morning,included in Elephantine Island ticket (20 Egyptian / 200 foreigner)
158,Old Aswan Dam,Aswan,historical,,50.0,,Y,,,,October–April,Mid-morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
153,Philae Temple (Temple of Isis),Aswan,historical,,230.0,"{""currency"": ""EGP"", ""egyptian"": 40, ""foreigner"": 550}",skip,,,,October–April,Early morning,
172,Qasr Ibrim,Aswan,historical,,,,Y,,,,October–April (remote; permits often required),Morning (full-day expedition),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
171,Rock Temples of Beit el-Wali,Aswan,historical,,100.0,,Y,,,,October–April,Morning (boat from High Dam),relocated to Kalabsha site; included in Kalabsha Temple ticket (10 Egyptian / 200 foreigner)
176,Sehel Island,Aswan,historical,,80.0,"{""currency"": ""EGP"", ""egyptian"": 10, ""foreigner"": 100}",skip,,,,October–April,Early morning,
168,Temple of Amada,Aswan,historical,https://egymonuments.gov.eg/en/monuments/amada-temple,150.0,"{""currency"": ""EGP"", ""egyptian"": 10, ""foreigner"": 100}",skip,,,,October–April,Morning (Lake Nasser excursion),
169,Temple of Dakka,Aswan,historical,,100.0,,Y,,,,October–April,Morning (boat trip on Lake Nasser),relocated to New Sebua area; included in Wadi es-Sebua/Amada Lake Nasser cluster tickets
170,Temple of Derr,Aswan,historical,https://egymonuments.gov.eg/ar/archaeological-sites/amada-temples,100.0,"{""currency"": ""EGP"", ""egyptian"": 10, ""foreigner"": 70}",skip,,,,October–April,Morning (boat trip),
155,Temple of Horus at Edfu,Aswan,historical,https://egymonuments.gov.eg/ar/monuments/temple-of-edfu,180.0,"{""currency"": ""EGP"", ""egyptian"": 40, ""foreigner"": 550}",skip,,,,October–April,Early morning,
156,Temple of Kalabsha,Aswan,historical,,100.0,"{""currency"": ""EGP"", ""egyptian"": 10, ""foreigner"": 200}",skip,,,,October–April,Early morning,
175,Temple of Khnum (Elephantine),Aswan,historical,,100.0,,Y,,,,October–April,Late afternoon,included in Elephantine Island ticket (20 Egyptian / 200 foreigner)
154,Temple of Kom Ombo,Aswan,historical,https://egymonuments.gov.eg/ar/monuments/kom-ombo-temple,160.0,"{""currency"": ""EGP"", ""egyptian"": 40, ""foreigner"": 450}",skip,,,,October–April,Early morning,
173,Temple of Satet (Elephantine Island),Aswan,historical,,100.0,,Y,,,,October–April,Late afternoon,included in Elephantine Island ticket (20 Egyptian / 200 foreigner)
167,Temple of Wadi es-Sebua,Aswan,historical,,150.0,"{""currency"": ""EGP"", ""egyptian"": 10, ""foreigner"": 150}",skip,,,,October–April,Morning (Lake Nasser excursion),
159,Tombs of the Nobles (Aswan),Aswan,historical,,100.0,,Y,20,200,,October–April,Late afternoon (climb to tombs and sunset views),"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Qubbet al-Hawa)"
157,Unfinished Obelisk,Aswan,historical,https://egymonuments.gov.eg/en/monuments/the-unfinished-obelisk,100.0,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 220}",skip,,,,October–April,Early morning,
180,Animalia Nubian Village,Aswan,cultural,,150.0,,Y,,,,October–April,Late afternoon,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
165,Aswan Museum (Elephantine Island),Aswan,cultural,,100.0,,Y,,,,October–April,Mid-morning,Aswan Museum included in Elephantine Island ticket (20 Egyptian / 200 foreigner)
166,Crocodile Museum (Kom Ombo),Aswan,cultural,https://egymonuments.gov.eg/en/museums/crocodile-museum,80.0,"{""currency"": ""EGP"", ""egyptian"": 40, ""foreigner"": 450}",skip,,,,October–April,Mid-morning (en route Aswan–Kom Ombo),
191,Daraw Camel Market,Aswan,cultural,,,,Y,,,,October–April,"Early morning (camel market most active 06:00–09:00, Tuesdays)",free entry
178,Gharb Soheil Nubian Village,Aswan,cultural,https://nevwestaswan.wordpress.com/,50.0,,Y,,,,October–April,Late afternoon,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
164,Nubia Museum,Aswan,cultural,,140.0,"{""currency"": ""EGP"", ""egyptian"": 30, ""foreigner"": 400}",skip,,,,October–April,Mid-morning,
179,Nubian House Museum,Aswan,cultural,https://nubianhouse.traveleto.com/,100.0,,Y,,,,October–April,Late afternoon,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
85,Nubian Village,Aswan,cultural,https://nevwestaswan.wordpress.com/,50.0,,Y,,,"{""season"": ""Winter (October - April)"", ""time_of_day"": ""Any time""}",,,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
162,Aswan Botanical Garden (Kitchener's Island),Aswan,natural,,75.0,,Y,,,,October–April,Late morning (felucca crossing to island),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
163,Lake Nasser,Aswan,natural,,,,skip,,,,October–April,Late afternoon / sunset,
181,Aswan Corniche,Aswan,entertainment,,,,Y,,,,Year-round (mildest October–April; summer hot but breezier than Cairo),Sunset,free entry
184,Aswan Sound and Light Show (Philae),Aswan,entertainment,,450.0,,Y,,,,Year-round (clearer skies October–April),"Evening (first or second show, after sunset)",unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
187,Aswan to Abu Simbel Road Trip,Aswan,entertainment,https://bastettravel.com/categories/aswan-tours/,800.0,,Y,,,,October–April,Convoy departs pre-dawn (~04:00); arrive Abu Simbel for morning light,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
186,Camel Ride to St. Simeon Monastery,Aswan,entertainment,,300.0,,Y,,,,October–April,Late afternoon,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
183,Felucca Sailing Aswan,Aswan,entertainment,https://www.legendary-johncairo.com/,200.0,,Y,,,,October–April,Late afternoon into sunset,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
185,Lake Nasser Cruise,Aswan,entertainment,https://egymonuments.gov.eg/ar/archaeological-sites/abu-simbel/,25000.0,,Y,,,,October–April,Multi-day; sunrise at Abu Simbel is iconic,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
160,Monastery of St. Simeon,Aswan,religious,,60.0,"{""currency"": ""EGP"", ""egyptian"": 10, ""foreigner"": 150}",skip,,,,October–April,Late afternoon (camel ride and sunset desert views),
182,Aswan Souk,Aswan,shopping,,,,Y,,,,October–April most comfortable; year-round,"Late afternoon into evening (cooler, livelier)",free entry
189,Aswan Spice Market,Aswan,shopping,,,,Y,,,,October–April,Morning (spice market most active),free entry
190,Nubian Handicraft Workshops,Aswan,shopping,,,,Y,,,,October–April,Late afternoon / evening,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
188,Traditional Nubian Dinner Experience,Aswan,dining,https://www.facebook.com/NubianDreamsCafe?mibextid=kFxxJD,400.0,,Y,,,,October–April,Evening (dinner experience),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
104,Coptic Cairo,Cairo,historical,,0.0,,Y,,,,October–April,"Morning (cooler, churches open; avoid Friday-Sunday liturgy times for tourist visits)",free entry
55,Khan el-Khalili,Cairo,historical,,,,Y,,,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",October–April most pleasant; year-round,Late afternoon into evening (best atmosphere),free entry
116,Cairo Tower,Cairo,entertainment,,70.0,,Y,100,350,,October–April,Sunset,"Egypt Independent, Jan 2025 price increase announcement"
59,Al-Azhar Mosque,Cairo,religious,,,,Y,,,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",October–April most comfortable; year-round,"Mid-morning, outside prayer times; avoid Friday noon",free entry
60,Hanging Church,Cairo,religious,http://www.coptic-cairo.com/oldcairo/church/mollaqa/mollaqa.html,,,Y,,,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",October–April most comfortable; year-round,Mid-morning,free entry
62,Ibn Tulun Mosque,Cairo,religious,https://egymonuments.gov.eg/en/monuments/ahmad-ibn-tulun-mosque,,,Y,,,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",October–April,"Mid-morning (low sun on courtyard, fewer crowds)",free entry
65,Great Sphinx of Giza,Giza,historical,https://egymonuments.gov.eg/ar/monuments/the-great-sphinx/,240.0,,Y,60,700,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",October–April,Early morning (08:00 opening; sunrise side-light on Sphinx),"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Sphinx included with Giza Necropolis general entry)"
71,Memphis (Mit Rahina),Giza,historical,http://sitioshistoricos.com/esfinge-de-alabastro/,80.0,,Y,10,200,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",October–April,Mid-morning (en route Saqqara day-trip),"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Mit Rahina / Memphis)"
66,Pyramid of Khafre,Giza,historical,https://egymonuments.gov.eg/en/monuments/pyramid-complex-of-khafre-khefren,240.0,,Y,30,280,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",October–April,Early morning (opening),"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Pyramid of Khafre interior ticket — additional to Giza Necropolis 60/700 entry)"
69,Grand Egyptian Museum (GEM),Giza,cultural,https://gem.eg/,150.0,,Y,200,1450,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",Year-round (indoors),Open early; quietest in late afternoon,"visit-gem.com, post-Nov 2025 full opening (full opening price; soft-opening 500 EGP was withdrawn Nov 2025)"
213,Mons Claudianus,Hurghada,historical,,80.0,,Y,,,,October–April (remote desert site),Morning (full-day expedition),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
192,Port Said Lighthouse,Hurghada,historical,https://en.wikipedia.org/wiki/Port_Said_Lighthouse,50.0,,Y,,,,Year-round (Mediterranean coast mild; cooler than Upper Egypt),Late afternoon,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
204,Ras Ghareb Lighthouse,Hurghada,historical,,,,Y,,,,October–May,Late afternoon,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
214,Safaga Ghost Town (Umm el-Howeitat),Hurghada,historical,,200.0,,Y,,,,October–April (remote ghost town),Morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
216,Salem Express Shipwreck,Hurghada,historical,,,,Y,,,,October–April,Mid-morning,free entry
194,Suez Canal Authority Building,Hurghada,historical,http://www.suezcanal.gov.eg/,,,Y,,,,Year-round (mild coastal climate),Mid-morning (exterior viewing),unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
205,Desert Breath (Land Art),Hurghada,cultural,http://www.danaestratou.com/,,,Y,,,,October–April (desert access; site is decaying — visit promptly),Mid-morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
193,Port Said National Museum,Hurghada,cultural,https://www.facebook.com/profile.php?id=61550797870005&mibextid=ZbWKwL,100.0,,Y,,,,Year-round,Mid-morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
208,Abu Minqar Island,Hurghada,natural,,300.0,,Y,,,,Year-round; calmest seas April–November,Morning boat trip,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
86,Giftun Islands,Hurghada,natural,,300.0,,Y,,,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",Year-round (calmest seas April–November),Morning boat trip,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
203,Jabal el Sakka Reef,Hurghada,natural,,,,skip,,,,Year-round (diving); best Sep–Nov,Morning dive,
196,Lake Manzala,Hurghada,natural,,,,skip,,,,October–April (birding migration peaks),Early morning,
209,Magawish Island,Hurghada,natural,https://magawishisland.com/,400.0,,Y,,,,Year-round; calmest seas April–November,Morning boat trip,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
206,Mangroovy Beach,Hurghada,natural,https://www.kiteboarding-club.com/el-gouna/?L=1,,,skip,,,,Year-round (kite-surfing peak May–September),Morning (steady wind picks up by midday),
215,Panorama Reef,Hurghada,natural,,,,skip,,,,Year-round (diving); best Sep–Nov,Morning dive,
195,Salt Mountains (Port Fuad),Hurghada,natural,,10.0,,Y,,,,Year-round (Port Said mild Mediterranean),Mid-morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
210,Sha'ab Abu Nuhas (Shipwreck Reef),Hurghada,natural,,,,skip,,,,Year-round (diving); best Sep–Nov,Morning dive,
212,The Sunken City (Sahl Hasheesh),Hurghada,natural,,,,skip,,,,Year-round (diving),Morning dive,
217,Tobia Arba (The Seven Pillars),Hurghada,natural,,,,skip,,,,Year-round (diving); best Sep–Nov,Morning dive,
88,El Gouna,Hurghada,entertainment,http://elgouna.com/,,,Y,,,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",October–May,Late afternoon,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
207,El Gouna Golf Club,Hurghada,entertainment,,2500.0,,Y,,,,October–May,Morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
200,Galala Mountain Cable Car,Hurghada,entertainment,,300.0,,Y,,,,October–May (cooler; clear views),Late afternoon for sunset views,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
87,Hurghada Marina,Hurghada,entertainment,http://www.hurghada-marina.com/,,,Y,,,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",October–May (mild evenings),Sunset,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
202,Il Monte Galala Adventure Park,Hurghada,entertainment,https://ilmontegalala.co/,400.0,,Y,,,,October–May,Late afternoon / evening,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
201,Porto Sokhna Marina,Hurghada,entertainment,https://vacations-time.com/porto-sokhna-beach-resort-details/,,,Y,,,,October–May,Sunset,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
211,Sahl Hasheesh Piazza,Hurghada,entertainment,http://sahlhasheesh.com/,,,Y,,,,October–May,Late afternoon / sunset,free entry
199,Suez Corniche,Hurghada,entertainment,,,,Y,,,,October–May,Late afternoon / sunset,free entry
198,Moses' Springs (Oyun Musa),Hurghada,religious,,60.0,,Y,,,,Year-round; mildest October–April,Mid-morning,unverified — Egyptian monument prices have changed multiple times in 2023–2025; confirm on official site / egymonuments.gov.eg before import
218,Safaga Grand Mosque,Hurghada,religious,,,,Y,,,,October–April,"Mid-morning, outside prayer times",free entry
197,Port Said Fish Market,Hurghada,shopping,https://www.facebook.com/AkletSAMAkPortSaid/,,,Y,,,,Year-round,Early morning (fresh catch),free entry
139,Abydos Temple Complex,Luxor,historical,,100.0,,Y,10,260,,October–April,Mid-morning (full Abydos day trip),"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Temple of Sety I at Abydos)"
118,Avenue of Sphinxes,Luxor,historical,https://en.m.wikipedia.org/wiki/Avenue_of_Sphinxes,,,Y,,,,October–April,Late afternoon / sunset between Karnak and Luxor temples,Avenue of Sphinxes accessed via Karnak (40/600) and Luxor Temple (40/500) tickets per Ministry Nov 2024
81,Colossi of Memnon,Luxor,historical,,,,Y,,,"{""season"": ""Year-round"", ""time_of_day"": ""Any time""}",October–April,Sunrise (the colossi face east),free entry
131,Deir el-Medina,Luxor,historical,,100.0,,Y,10,220,,October–April,Early morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Deir al-Medina)"
136,Dendera Temple Complex (Temple of Hathor),Luxor,historical,https://egymonuments.gov.eg/,200.0,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 300}",skip,,,,October–April,Mid-morning (full Dendera day trip),
138,Dendera Zodiac,Luxor,historical,https://egymonuments.gov.eg/,200.0,,Y,,,,October–April,Mid-morning,Dendera Zodiac is part of Dendera Temple ticket (20 Egyptian / 300 foreigner per Ministry Nov 2024)
144,El-Kab (Nekheb),Luxor,historical,,80.0,,Y,10,200,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Al-Kab)"
117,Karnak Temple Complex,Luxor,historical,https://egymonuments.gov.eg/ar/archaeological-sites/karnak,220.0,"{""currency"": ""EGP"", ""egyptian"": 40, ""foreigner"": 600}",skip,,,,October–April,Early morning (opening) or late afternoon for golden light,
129,Medinet Habu (Mortuary Temple of Ramesses III),Luxor,historical,,100.0,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 230}",skip,,,,October–April,Mid-morning,
141,Osireion at Abydos,Luxor,historical,,100.0,,Y,10,260,,October–April,Mid-morning,"Ministry of Tourism & Antiquities official price list (mota.gov.eg, Nov 2024) (Osireion adjoins Sety I temple at Abydos — same ticket)"
128,Ramesseum (Mortuary Temple of Ramesses II),Luxor,historical,,100.0,"{""currency"": ""EGP"", ""egyptian"": 20, ""foreigner"": 220}",skip,,,,October–April,Mid-morning,
